0.06	0.84
0.07	1.06
0.09	1.09
0.07	1.05
0.08	1.08
0.08	1.13
0.09	1.13
0.08	1.18
0.09	1.2
0.08	1.19
0.06	1.13
0.06	1.13
0.08	1.17
0.09	1.24
0.12	1.2
0.08	1.17
0.1	1.2
0.08	1.19
0.09	1.16
0.08	1.22
0.08	1.22
0.07	1.23
0.09	1.15
0.08	1.28
0.09	1.13
0.07	1.18
0.07	1.19
0.06	1.21
0.1	1.15
0.07	1.22
0.1	1.23
0.09	1.22
0.1	1.22
0.09	1.23
0.1	1.23
0.08	1.18
0.07	1.14
0.09	1.25
0.07	1.24
0.07	1.25
0.08	1.18
0.09	1.2
0.08	1.16
0.07	1.21
0.09	1.12
0.07	1.24
0.08	1.17
0.08	1.22
0.08	1.24
0.07	1.2
0.08	1.2
0.08	1.22
0.08	1.17
0.09	1.19
0.09	1.25
0.09	1.16
0.09	1.17
0.07	1.29
0.08	1.18
0.07	1.18
0.11	1.19
0.08	1.2
0.08	1.2
0.07	1.2
0.09	1.25
0.06	1.25
0.07	1.16
0.07	1.25
0.09	1.27
0.09	1.17
0.07	1.2
0.09	1.18
0.07	1.17
0.06	1.17
0.07	1.22
0.08	1.29
0.08	1.27
0.07	1.2
0.09	1.31
0.08	1.22
0.08	1.28
0.07	1.14
0.07	1.21
0.08	1.21
0.07	1.16
0.08	1.24
0.06	1.17
0.08	1.22
0.09	1.14
0.09	1.22
0.09	1.23
0.08	1.2
0.09	1.19
0.08	1.23
