0.08	1.05
0.08	0.96
0.09	0.99
0.09	1.08
0.07	1.04
0.09	1.14
0.07	1.21
0.09	1.11
0.07	1.21
0.08	1.2
0.09	1.17
0.08	1.18
0.08	1.18
0.1	1.21
0.08	1.17
0.1	1.19
0.1	1.19
0.07	1.18
0.1	1.23
0.09	1.16
0.07	1.21
0.09	1.19
0.07	1.14
0.1	1.19
0.08	1.17
0.09	1.21
0.07	1.19
0.09	1.15
0.08	1.2
0.08	1.19
0.08	1.16
0.08	1.15
0.07	1.13
0.1	1.21
0.09	1.18
0.07	1.16
0.07	1.24
0.1	1.17
0.07	1.21
0.09	1.2
0.08	1.18
0.07	1.19
0.08	1.15
0.09	1.25
0.09	1.26
0.09	1.21
0.07	1.21
0.09	1.29
0.08	1.19
0.08	1.18
0.09	1.15
0.08	1.21
0.09	1.22
0.07	1.24
0.09	1.27
0.08	1.17
0.09	1.18
0.08	1.24
0.1	1.16
0.08	1.21
0.08	1.19
0.1	1.2
0.08	1.23
0.09	1.23
0.08	1.2
0.08	1.27
0.08	1.24
0.09	1.18
0.09	1.23
0.08	1.21
0.08	1.19
0.09	1.26
0.07	1.25
0.08	1.2
0.08	1.19
0.08	1.22
0.08	1.23
0.1	1.15
0.09	1.24
0.08	1.25
0.08	1.22
0.09	1.14
0.08	1.17
0.1	1.15
0.08	1.17
0.09	1.22
0.09	1.2
0.09	1.22
0.1	1.14
0.11	1.22
0.09	1.22
0.08	1.22
0.08	1.19
0.07	1.11
