0.09	0.89
0.08	0.66
0.01	0.22
0.01	0.25
0.01	0.26
0.04	0.38
0.02	0.34
0.02	0.32
0.03	0.39
0.01	0.34
0.02	0.37
0.01	0.25
0.02	0.33
0	0.28
0.01	0.32
0.02	0.39
0.01	0.31
0.02	0.42
0.01	0.33
0.02	0.35
0.01	0.32
0.01	0.3
0.02	0.29
0.01	0.32
0.02	0.36
0.01	0.28
0.02	0.33
0.02	0.34
0.01	0.29
0.02	0.39
0	0.27
0.02	0.3
0.01	0.33
0.02	0.35
0.02	0.3
0.01	0.39
0.01	0.34
0.02	0.45
0.02	0.35
0.01	0.34
0.05	0.32
0.02	0.31
0.01	0.29
0.01	0.27
0.01	0.36
0.01	0.34
0.04	0.4
0.02	0.4
0.02	0.33
0.03	0.43
0	0.28
0.02	0.35
0.01	0.31
0.01	0.29
0.02	0.4
0.02	0.43
0.01	0.36
0.02	0.34
0.01	0.42
0.01	0.34
0.01	0.36
0.02	0.37
0.01	0.27
0.01	0.29
0.01	0.37
0.02	0.39
0.01	0.31
0.02	0.31
0.02	0.34
0.01	0.41
0.02	0.29
0.01	0.27
0.01	0.32
0	0.3
0.06	0.43
0.01	0.36
0.01	0.28
0.03	0.31
0.02	0.36
0.01	0.35
0.02	0.37
0.01	0.35
0.02	0.37
0.02	0.4
0.01	0.26
0.02	0.41
0.02	0.35
0.03	0.44
0.02	0.4
0.03	0.41
0.02	0.36
0.01	0.33
0.01	0.29
0.02	0.34
